study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
8.01,265.6,438.8,104.3,15.1,10,6,88.22,2.34,2.75,1.78,79.12,69,7.46,3,88.29,16764,46,214,35,83.57
2.74,109.7,156.1,214.0,68.0,10,11,44.59,0.84,1.41,0.7,65.59,45,8.24,3,49.56,9351,22,104,17,46.08
3.37,113.8,159.5,243.2,118.4,3,16,56.43,1.3,0.59,0.98,54.8,31,7.99,5,45.18,3105,10,55,13,38.28
5.19,159.9,256.8,180.7,149.3,9,11,61.96,1.52,1.06,1.24,65.64,36,6.88,4,46.63,9319,23,130,26,60.82
1.06,62.5,57.1,226.9,164.9,2,10,54.74,1.66,0.23,0.27,59.76,3,6.14,5,50.4,6470,11,96,15,33.47
3.85,89.0,203.6,190.2,147.3,7,9,61.01,1.14,1.28,1.15,58.29,31,5.95,5,42.02,7320,21,172,15,52.44
2.95,50.3,158.6,204.4,118.0,2,12,46.43,1.58,0.16,0.84,52.13,12,5.87,7,43.28,6543,18,65,13,37.16
5.42,210.5,295.9,124.8,59.5,6,10,62.11,2.18,1.54,1.67,72.49,35,5.56,6,72.04,11589,22,151,27,62.04
4.35,145.6,239.5,237.7,114.2,4,15,41.24,2.11,1.65,1.14,46.28,37,8.34,5,41.88,8714,17,141,16,41.45
1.82,24.3,75.2,137.4,82.0,4,16,45.37,0.0,0.75,0.6,46.01,33,6.8,5,36.27,4389,19,95,16,31.8
0.64,46.7,39.7,268.8,126.4,2,14,29.47,0.26,0.32,0.0,38.27,18,8.11,7,25.67,0,9,31,2,6.87
3.57,75.6,131.1,207.6,136.1,5,13,53.57,1.87,0.89,0.85,48.55,30,5.93,8,48.43,7167,13,64,10,37.87
3.42,130.4,227.5,153.5,78.9,4,9,51.5,1.4,0.65,0.65,54.86,36,5.91,7,51.95,5409,19,92,18,40.18
5.54,184.1,319.2,119.7,85.5,7,6,62.39,2.5,1.86,1.49,68.61,47,6.26,5,72.74,10384,28,155,22,67.96
3.64,73.2,164.1,199.6,158.7,5,13,34.81,1.4,0.78,1.4,56.79,17,6.86,6,51.47,3663,13,61,14,41.69
2.46,75.4,113.3,256.1,153.0,2,11,35.01,0.0,0.45,0.67,54.54,7,7.43,8,33.3,698,11,30,3,18.91
5.11,133.8,230.8,91.0,107.0,8,5,63.11,1.81,1.23,1.71,63.63,54,5.77,5,69.75,15298,31,208,27,65.31
4.99,80.8,172.9,73.4,56.7,9,9,59.92,1.93,2.07,1.22,62.84,43,6.59,4,57.94,13586,27,124,22,80.28
5.27,141.0,239.0,259.4,72.1,9,10,67.32,1.85,1.75,1.41,68.28,31,7.84,5,54.62,12013,21,131,19,64.19
4.52,163.9,208.7,151.5,84.8,6,7,54.7,1.51,1.22,1.41,66.34,65,8.23,2,67.66,15574,28,174,26,66.95
1.6,44.0,30.8,232.3,117.9,2,14,51.29,0.23,0.42,0.11,69.18,28,6.94,7,40.33,3220,9,91,7,36.49
4.57,88.0,185.1,154.9,100.5,8,9,55.46,1.52,1.52,0.77,66.59,62,8.52,4,73.29,15463,22,196,29,67.48
5.31,127.1,210.4,143.8,120.7,6,11,47.25,2.44,1.52,1.28,67.64,51,5.77,5,55.05,12904,31,173,21,54.08
3.7,125.8,201.8,196.3,107.8,6,8,51.42,2.4,1.55,1.06,59.64,33,6.6,4,58.12,11211,16,100,16,53.83
3.11,72.4,137.2,255.8,79.4,5,7,59.17,0.75,1.11,1.24,66.13,24,7.37,6,42.1,9447,25,150,16,38.59
5.46,155.4,292.3,240.3,99.1,8,9,67.67,2.12,1.14,1.24,55.69,52,5.58,3,55.17,13297,28,179,26,58.59
2.58,111.1,150.3,250.4,164.7,2,16,32.61,1.79,0.92,0.99,43.98,7,5.14,8,33.73,384,8,38,0,7.04
3.35,114.9,189.0,245.9,155.3,4,14,45.05,1.99,1.11,0.45,41.91,6,5.64,5,41.2,5475,12,11,7,30.69
6.94,220.7,342.1,127.4,125.4,10,12,53.05,2.23,3.02,1.58,74.27,42,7.1,2,65.9,14274,34,261,25,61.86
6.76,187.8,336.2,203.6,31.1,7,9,72.75,3.04,1.57,1.71,73.82,35,5.42,6,67.31,15737,34,201,32,68.81
7.35,179.1,300.3,143.0,53.0,10,6,82.59,2.07,2.53,1.81,76.32,57,5.82,3,85.96,15707,40,226,32,78.44
3.56,72.8,141.7,208.3,75.2,1,7,52.69,0.44,0.9,1.1,69.61,43,9.17,5,64.62,9389,23,140,16,49.83
2.4,44.1,83.3,199.7,141.1,3,12,46.09,0.47,1.13,1.01,58.59,21,5.84,7,51.21,8068,12,115,10,29.42
5.35,153.2,262.7,64.6,125.8,8,10,81.4,1.59,1.42,1.08,72.74,68,8.72,4,76.48,22799,35,244,29,77.03
4.75,165.5,220.0,171.9,82.7,10,7,51.87,1.53,0.79,1.23,70.83,46,6.6,4,64.87,12416,30,190,25,66.34
8.4,259.5,432.7,49.7,37.0,10,10,80.65,3.06,2.01,2.08,93.72,72,5.03,3,78.49,16164,38,260,33,87.68
6.06,177.3,289.7,30.8,52.6,10,11,66.84,2.58,2.22,1.86,80.72,61,5.65,4,81.09,18310,36,222,35,82.83
2.32,83.6,135.0,140.9,96.3,4,12,54.89,0.59,1.11,0.15,42.54,7,7.87,7,51.74,5187,9,61,11,31.58
7.26,246.8,385.9,102.7,71.3,11,4,85.83,3.13,2.06,1.84,80.07,74,8.36,4,75.42,13809,30,235,33,93.38
4.0,107.8,193.4,146.4,74.9,6,8,52.54,1.07,1.45,1.03,64.82,42,9.99,6,68.43,11213,25,113,20,46.03
6.5,219.7,281.9,140.7,50.4,13,11,82.53,2.57,1.85,1.14,83.11,69,5.1,3,78.35,16062,39,232,34,77.03
5.05,100.9,215.9,161.9,53.8,12,9,72.04,1.9,1.4,1.56,90.05,68,5.95,4,64.79,19520,35,195,29,79.27
7.03,216.2,369.4,98.4,94.7,9,10,68.99,3.09,1.91,1.94,77.48,40,8.82,4,64.88,13534,34,179,24,73.89
1.89,34.3,79.8,269.3,111.7,4,13,57.03,0.66,0.84,0.26,54.69,10,6.56,8,34.67,3901,13,21,12,17.82
4.29,164.3,244.4,224.8,119.0,0,19,50.13,2.08,0.18,1.39,52.98,19,8.77,7,38.7,1198,11,40,5,26.8
4.66,158.5,236.8,126.5,76.6,4,13,54.04,2.12,0.71,1.02,55.92,37,5.76,3,53.41,12615,28,173,24,51.85
6.21,188.8,320.0,67.0,64.4,10,3,64.71,3.07,1.99,1.59,79.4,70,7.33,4,72.88,15952,28,256,29,86.93
2.32,61.0,90.7,228.6,125.0,4,14,37.78,0.93,0.78,0.42,51.14,6,6.65,8,41.12,6797,15,101,13,21.86
5.09,111.7,214.2,176.3,82.4,5,12,58.53,2.03,1.0,1.14,67.12,36,7.6,5,50.62,5965,24,117,19,54.51
3.0,82.8,147.2,208.7,105.7,2,10,48.58,1.46,0.52,0.39,58.67,30,7.74,6,42.6,7504,11,88,14,35.39
4.35,135.4,212.7,235.3,121.7,6,10,66.83,2.75,1.67,0.82,58.66,29,8.12,6,47.13,7474,25,154,18,40.71
3.39,123.6,183.4,269.1,131.5,1,15,50.43,1.48,1.45,0.68,53.74,16,7.11,8,44.11,5549,7,90,8,23.73
2.73,71.1,97.7,237.5,145.1,5,17,52.42,1.21,0.54,0.51,54.86,24,7.95,6,47.44,9073,11,110,11,33.53
7.13,243.6,402.1,85.6,52.9,10,8,73.17,2.84,2.38,2.01,90.79,71,7.69,3,92.97,18524,41,320,35,88.16
3.71,100.0,216.3,222.4,121.1,7,14,43.69,1.5,0.63,1.19,72.42,40,7.0,5,56.98,11445,20,168,24,46.2
3.91,114.3,206.5,168.1,140.9,8,11,61.03,2.04,0.29,0.74,61.07,32,6.56,5,65.22,10977,17,159,18,58.93
5.92,91.7,261.2,136.9,31.7,14,4,72.27,2.79,2.08,1.17,91.39,87,6.52,4,93.71,18365,39,307,40,86.64
6.46,196.4,311.9,138.0,60.4,8,9,77.48,3.26,2.36,1.37,76.52,55,7.24,5,70.3,14285,32,196,34,74.48
8.06,214.0,372.3,114.5,39.4,11,5,79.39,3.12,2.68,1.96,71.32,68,7.64,2,80.6,15713,37,319,29,87.45
5.59,157.0,238.6,190.4,81.1,6,10,63.77,2.61,1.68,1.59,71.21,43,9.1,4,67.46,10122,30,195,27,68.25
0.5,27.0,24.0,232.6,114.7,4,13,34.54,0.0,0.0,0.0,43.73,18,7.23,8,29.56,4593,13,24,6,14.88
3.25,87.3,186.4,190.6,95.1,3,8,45.83,1.31,0.0,0.83,61.79,23,5.75,9,43.36,7043,10,118,12,22.26
6.52,248.2,374.6,101.8,55.4,10,7,72.97,2.92,1.58,1.99,85.18,60,7.98,4,78.25,19524,36,248,36,86.03
5.56,140.1,238.1,227.9,108.9,6,11,78.73,2.25,1.72,1.16,77.53,46,7.84,3,69.54,15585,32,209,26,60.13
6.77,189.6,314.3,99.6,97.5,9,5,69.6,2.05,1.69,1.73,79.54,56,6.97,4,78.72,13067,26,96,28,75.33
6.88,205.7,369.6,146.2,18.3,12,5,80.17,2.26,2.26,1.35,90.56,80,5.79,2,86.94,19756,43,255,36,84.92
8.26,274.3,428.7,83.3,77.4,8,7,74.14,3.81,3.16,2.21,99.32,74,7.52,3,79.37,20022,42,293,35,93.98
5.21,165.3,262.3,211.5,114.0,7,12,55.87,2.09,1.08,0.93,61.13,28,7.36,7,58.17,9668,22,82,16,41.5
5.1,156.2,270.5,248.1,102.6,9,11,63.27,1.96,1.77,1.93,61.27,54,7.4,6,60.68,14511,28,177,22,58.94
6.44,210.0,337.1,180.0,103.0,10,7,73.3,2.06,1.38,1.73,50.33,55,4.61,6,65.03,12998,30,120,22,57.36
6.73,219.8,352.9,163.2,106.9,10,7,67.84,2.35,1.99,1.88,61.32,69,6.94,4,70.78,13178,33,185,29,72.22
7.46,205.3,372.0,148.6,64.0,11,3,81.9,2.62,2.47,1.63,84.67,85,7.66,2,76.32,21517,43,301,40,86.04
7.0,232.4,356.0,142.9,73.1,8,10,67.26,3.38,2.38,1.39,90.03,67,6.75,3,71.64,13457,34,197,28,71.19
6.65,178.4,331.7,190.1,96.7,6,8,54.96,2.96,2.51,1.79,76.53,48,7.78,6,66.97,13923,24,181,27,63.82
3.18,87.7,167.6,186.6,100.7,5,11,51.09,1.65,0.55,0.69,59.92,42,5.9,8,46.04,5556,16,73,19,34.46
2.86,82.4,140.6,221.6,119.7,6,8,38.69,0.75,1.18,0.58,62.11,47,6.41,8,52.87,6366,15,112,11,27.77
1.76,35.5,84.8,168.4,155.6,4,13,60.1,1.41,0.92,0.71,40.37,16,5.06,6,32.88,4977,14,70,11,34.17
5.14,160.7,259.5,143.7,57.1,8,11,68.71,2.35,1.82,1.11,56.04,36,9.01,6,51.95,9871,21,139,22,61.64
5.36,156.6,302.1,178.0,126.6,7,12,76.55,2.87,0.88,1.28,69.92,35,8.16,5,64.46,8707,31,181,23,61.29
3.45,54.7,145.0,165.3,134.3,3,12,46.32,0.81,1.03,1.3,33.19,10,8.75,4,44.28,4825,9,26,10,35.94
3.5,134.7,221.9,211.3,152.6,3,13,38.35,1.56,1.35,0.43,58.31,12,7.32,6,46.15,4226,11,82,7,35.58
3.98,129.8,193.2,164.3,87.8,4,7,54.48,1.64,1.46,0.94,66.12,38,5.89,6,51.49,7577,22,183,19,43.65
6.63,169.0,300.2,91.3,76.9,8,9,72.39,1.54,1.63,1.94,68.87,54,8.17,5,65.29,10948,31,232,26,79.7
5.46,126.1,207.3,200.1,98.1,8,13,70.55,3.12,1.44,1.56,63.78,50,7.42,5,60.07,11256,23,190,23,65.87
3.53,77.5,161.4,232.6,159.3,4,11,23.58,1.43,1.05,0.45,62.46,30,8.84,8,42.56,5334,14,55,15,24.82
5.48,188.4,256.6,148.3,49.8,11,5,68.17,1.98,1.48,1.34,80.52,52,8.09,3,70.6,16742,36,211,27,78.6
7.22,257.8,352.0,138.5,52.7,10,5,69.88,3.8,2.75,1.89,77.79,63,6.63,5,73.83,16585,39,226,33,81.06
5.4,163.0,273.5,224.7,113.5,8,8,58.08,2.55,1.18,1.41,64.17,39,7.97,5,54.02,10149,28,143,24,53.33
6.44,126.4,274.0,142.2,49.6,8,6,72.77,2.85,2.37,1.59,77.62,56,6.9,5,63.95,17883,32,257,32,76.0
4.18,101.2,170.6,229.4,144.3,5,12,48.9,0.72,1.83,1.14,59.81,45,7.58,8,45.44,9069,19,89,19,34.19
5.08,194.7,324.9,75.0,60.5,10,11,62.17,2.61,1.85,1.37,77.84,68,6.67,5,85.1,16907,37,261,32,76.3
6.46,251.3,323.3,197.8,44.5,11,6,79.45,2.76,1.86,1.39,84.87,97,6.17,3,80.78,17168,37,297,31,76.91
6.14,159.8,285.5,169.9,46.4,8,7,71.77,1.89,2.03,1.01,66.14,66,7.52,4,64.95,14325,32,285,27,68.56
5.78,175.6,286.5,134.8,136.9,8,10,42.55,2.3,1.64,1.77,57.75,44,8.63,3,65.47,14893,30,190,26,66.62
6.27,176.4,312.1,171.2,73.9,8,8,70.45,2.41,1.51,2.11,59.93,43,6.21,4,65.19,12729,24,136,18,55.39
3.56,99.7,159.4,173.1,73.2,3,9,64.87,1.71,1.64,0.94,71.44,35,8.08,4,56.54,7306,15,87,18,52.34
3.48,46.0,154.1,259.1,133.8,5,17,45.08,1.59,1.0,1.21,52.99,31,8.24,7,31.7,6212,18,74,17,32.35
6.68,206.9,357.8,118.8,16.3,8,5,64.24,1.78,1.68,1.8,63.32,65,7.92,6,70.49,15280,29,209,25,70.67
5.77,186.7,302.3,159.1,93.3,9,9,65.5,0.93,1.78,0.79,59.21,57,8.3,5,71.54,11526,30,168,24,65.35
9.54,300.0,472.8,21.9,40.7,14,9,83.04,4.26,3.12,2.96,85.49,85,9.13,2,86.7,19797,46,305,46,95.92
3.65,153.9,186.8,195.4,177.6,6,16,57.66,1.66,1.41,1.27,58.49,43,6.38,6,49.86,8538,14,37,12,34.48
4.78,153.5,236.3,118.7,84.8,8,10,61.59,1.58,1.38,0.71,74.57,51,6.38,4,67.85,11552,27,176,20,63.38
6.83,229.0,370.4,92.7,85.8,9,6,78.68,1.5,1.98,1.29,79.79,72,9.18,2,80.87,13732,33,196,29,78.11
6.09,205.5,338.8,98.0,38.6,11,10,69.55,2.67,1.87,1.48,71.82,51,7.03,5,76.86,12918,33,179,30,79.66
5.19,174.3,267.1,183.0,103.4,6,9,67.79,1.0,1.34,1.82,59.21,45,7.65,5,65.99,11334,22,122,22,60.78
5.3,141.7,234.5,177.6,90.5,8,7,60.4,3.14,1.46,1.83,65.99,47,8.04,4,73.16,11632,25,198,19,66.07
3.65,117.5,195.1,195.5,164.7,6,11,49.03,1.66,1.65,0.33,59.94,21,7.18,7,51.04,5385,9,99,12,36.84
4.49,97.7,207.6,261.4,199.9,4,12,44.65,0.58,0.64,1.31,45.37,19,6.47,8,39.9,4303,13,69,12,26.98
2.16,33.6,94.9,238.4,118.1,3,15,33.84,0.4,0.29,0.53,49.61,0,6.66,8,32.39,3667,10,23,13,16.98
9.06,217.9,434.6,37.2,48.1,10,5,75.08,3.52,2.13,1.82,83.5,65,7.25,4,91.17,20108,41,253,40,99.06
1.62,43.5,91.1,243.6,117.3,4,15,54.17,0.45,0.51,0.88,57.04,13,6.58,6,39.56,5656,17,72,14,22.91
7.75,240.4,401.1,16.2,25.4,11,5,82.05,3.62,1.95,2.36,97.68,89,8.68,2,81.24,19703,39,299,37,86.99
6.79,139.8,336.1,110.2,48.5,7,9,55.07,3.36,1.45,1.65,64.89,51,7.56,6,59.88,9730,29,181,24,64.53
2.2,97.7,150.1,286.9,121.1,3,14,40.92,0.97,1.0,0.75,67.69,22,8.66,6,48.81,6170,10,48,6,31.25
4.71,71.0,187.2,218.4,61.0,9,13,76.32,2.05,0.87,1.23,69.43,50,8.55,3,63.58,9494,30,179,27,54.47
1.72,60.8,72.6,176.9,127.8,3,10,34.63,1.03,0.18,0.15,51.4,19,7.6,6,46.05,5479,15,96,15,36.02
8.86,278.1,473.5,110.2,126.0,11,4,60.64,3.36,2.48,2.94,75.8,83,6.49,5,80.32,15733,37,188,35,92.53
2.84,94.5,139.1,209.0,142.2,3,15,35.17,1.54,0.81,0.65,49.64,16,6.54,6,39.36,4919,15,3,7,30.64
7.9,207.1,368.0,130.1,19.5,9,0,72.88,3.59,2.95,1.66,93.02,47,6.85,4,88.81,16606,35,281,43,91.73
3.76,108.8,170.3,222.0,123.4,6,14,58.61,2.7,1.54,0.95,57.84,22,8.35,7,48.43,7017,13,132,15,35.43
2.86,37.3,96.5,194.0,96.6,4,11,54.58,1.04,1.44,1.06,66.69,29,5.28,5,50.18,5709,16,97,16,45.85
3.63,81.8,161.6,171.2,117.6,2,16,48.41,1.52,1.4,0.88,48.32,23,9.57,8,38.56,5703,13,55,10,25.58
5.94,179.9,274.7,170.6,116.8,8,8,56.8,1.33,2.0,1.68,65.81,33,7.21,3,69.45,11759,25,180,27,63.67
6.07,175.2,324.8,50.8,60.3,7,7,65.15,2.63,2.75,1.51,79.93,50,6.88,3,67.13,11786,32,203,29,80.19
7.02,173.3,295.7,133.9,45.5,9,4,95.37,2.84,2.17,1.61,84.16,71,7.06,3,88.12,18818,42,278,42,87.82
6.9,200.8,333.4,13.4,92.3,9,4,67.66,2.07,1.92,1.58,80.31,74,6.23,3,79.55,17465,32,288,33,82.12
5.11,154.7,286.2,123.0,75.7,7,10,46.36,2.06,1.7,0.5,69.88,26,9.81,5,62.09,12124,25,161,22,60.8
3.73,68.2,180.4,152.4,33.3,5,13,65.98,0.65,1.42,0.62,63.12,24,6.59,6,55.73,9704,20,188,20,48.21
3.1,94.5,118.6,203.8,137.5,2,16,48.03,1.25,0.04,0.9,43.35,6,7.39,10,40.04,3346,2,67,6,13.92
6.53,190.1,329.2,157.8,77.6,10,4,67.1,2.95,1.56,1.56,82.71,72,7.12,4,87.43,16845,40,311,37,81.24
6.95,202.7,337.4,177.7,61.8,10,5,92.15,2.64,1.81,1.77,82.55,54,7.76,5,75.51,16176,36,277,32,78.36
2.28,74.4,114.9,284.1,177.6,5,10,40.29,0.67,0.85,1.57,50.11,18,6.68,8,42.43,6347,11,58,6,31.54
6.0,189.4,316.1,88.6,43.8,12,10,76.52,2.1,1.49,1.38,84.86,55,7.39,4,71.01,15403,34,217,33,77.81
3.78,101.0,195.0,193.9,61.4,5,12,59.13,1.98,1.28,1.07,62.09,38,9.27,5,53.77,9249,18,138,17,47.89
5.14,193.2,298.6,118.6,63.4,7,12,64.66,2.94,1.7,1.44,73.1,51,8.77,4,44.72,12444,19,167,17,65.53
5.42,143.1,295.3,100.8,114.6,9,8,65.16,1.98,1.34,1.08,78.94,59,7.6,4,71.71,11421,26,227,32,76.49
6.36,177.9,258.9,91.8,102.1,8,5,76.94,2.77,1.09,1.48,96.27,64,5.49,4,91.02,18457,42,319,34,76.93
6.02,209.3,312.1,102.9,78.2,9,8,75.85,3.01,1.43,1.45,85.93,59,6.57,5,66.77,14342,29,216,27,78.74
3.77,111.6,181.3,223.4,70.3,3,12,49.05,2.08,1.82,0.7,54.83,38,8.41,7,47.14,6622,13,86,18,44.65
6.25,141.2,271.5,0.0,16.6,10,8,83.83,2.46,1.72,1.55,77.45,73,6.7,3,76.38,19604,41,263,36,80.86
2.97,106.6,149.2,183.0,145.2,4,17,39.97,1.85,1.21,0.73,49.8,12,5.26,7,40.63,5029,10,37,11,25.31
5.16,155.9,258.7,134.4,65.3,7,11,69.04,2.12,1.61,1.01,58.27,53,6.92,3,65.99,11193,24,182,23,64.46
6.56,163.2,308.6,98.2,109.7,7,4,57.38,2.54,2.1,1.43,64.39,66,7.14,3,72.47,13749,29,174,30,67.49
5.92,148.2,256.6,202.4,111.9,9,9,80.0,1.55,2.08,1.72,69.45,42,6.82,5,70.21,12206,29,174,24,62.01
4.26,178.3,256.3,214.4,130.3,6,16,39.98,1.92,1.29,1.7,54.34,28,6.31,6,56.62,7947,18,129,25,41.44
5.65,169.4,260.2,104.9,71.5,6,8,80.54,1.52,1.56,1.36,65.85,43,6.98,6,58.99,11503,19,148,25,59.09
7.43,219.3,370.6,121.5,42.8,9,8,72.4,3.41,3.1,1.15,72.86,72,5.92,3,69.53,17091,37,252,35,73.47
3.04,55.6,139.2,209.6,110.6,8,11,61.71,0.56,1.22,0.63,84.18,47,7.82,6,59.02,14775,28,147,29,51.16
3.79,89.7,155.6,129.5,97.9,6,8,63.48,1.6,0.67,1.05,71.55,48,9.9,5,71.41,10232,31,174,22,54.78
2.09,87.1,117.4,261.1,139.6,3,12,45.92,0.69,0.84,0.61,42.24,12,7.16,7,43.49,2868,9,68,9,27.35
3.08,102.5,160.8,349.5,132.7,4,16,54.65,0.8,0.61,0.47,43.07,11,5.64,7,47.19,3544,16,38,9,15.03
2.52,57.3,130.5,270.3,168.5,3,14,39.49,1.17,0.59,0.4,48.86,23,6.93,7,34.85,4297,4,53,13,18.9
4.94,164.6,278.3,96.7,76.3,8,12,55.71,1.06,1.83,0.76,57.68,33,6.48,3,63.04,10501,20,138,20,60.77
4.5,126.5,230.6,244.4,108.6,4,9,51.84,1.71,1.81,0.62,60.84,29,6.1,5,44.99,9031,12,125,14,46.13
4.49,147.5,213.9,198.0,139.2,8,7,66.35,1.53,1.49,1.24,66.91,42,6.95,7,54.03,12178,18,141,20,46.48
4.25,138.7,219.6,240.9,73.3,6,9,61.8,2.14,1.78,1.26,51.85,34,6.36,5,56.77,7641,23,188,17,46.42
3.51,107.2,162.4,220.5,89.2,6,9,61.17,1.58,1.19,0.89,69.24,39,8.44,6,49.19,11403,19,141,20,48.33
6.89,241.1,394.5,84.6,51.7,9,10,65.86,3.02,1.59,1.56,83.53,54,6.77,4,74.33,13344,28,245,28,81.44
4.18,157.1,267.2,255.3,78.3,6,9,78.64,1.41,1.7,0.94,63.18,29,9.71,6,62.38,11911,24,178,26,52.7
6.9,194.0,362.9,171.5,116.1,5,10,80.99,2.37,2.4,1.81,79.88,32,9.77,6,59.62,9217,24,174,23,60.96
5.31,187.1,285.1,92.3,65.7,8,11,67.84,2.19,1.53,1.34,79.54,40,6.92,4,64.62,11759,25,142,28,72.45
8.02,199.2,409.2,114.8,0.0,9,6,76.38,3.05,3.08,1.81,74.68,65,5.53,3,76.79,15257,35,246,34,79.5
4.83,128.6,196.7,178.6,87.4,7,10,46.53,1.09,0.71,1.67,66.7,18,7.16,4,52.33,7212,22,125,18,45.52
4.93,152.8,289.2,259.2,145.0,6,10,40.14,1.75,0.87,0.97,55.44,33,8.02,8,49.85,9644,18,97,15,37.38
6.42,257.9,341.6,99.7,65.6,10,6,81.92,2.75,2.25,1.15,76.94,62,7.75,2,88.6,16239,32,204,35,82.43
5.03,150.7,225.7,115.1,103.7,8,11,64.05,1.26,1.0,1.07,61.87,56,8.59,4,59.32,8002,27,144,24,64.29
3.43,102.2,205.7,172.4,89.2,8,10,41.53,1.53,1.09,0.59,59.55,39,8.69,6,61.86,8203,15,103,21,50.17
7.69,190.7,388.7,107.6,51.1,11,6,77.7,3.07,2.6,1.85,72.4,70,5.54,2,82.2,21041,36,259,38,84.46
4.81,141.1,201.2,181.4,70.8,7,12,58.92,1.89,1.38,1.45,67.99,38,7.14,5,66.5,11217,26,228,19,59.15
1.73,10.0,59.8,239.6,174.7,5,14,45.59,1.12,0.0,0.46,45.08,16,8.34,9,44.79,3757,4,82,5,12.33
2.52,54.2,112.0,189.9,130.9,6,12,41.81,0.56,0.38,0.88,45.41,18,7.53,6,56.99,6993,18,118,15,35.57
3.91,131.4,201.7,251.2,145.8,6,14,46.32,1.81,1.39,0.85,59.74,26,7.01,5,48.16,5921,19,107,14,48.37
2.05,96.0,134.3,233.6,107.7,2,14,54.35,2.12,0.44,0.56,54.38,31,7.21,3,39.61,4057,18,89,12,34.27
4.08,178.6,260.7,154.7,86.5,7,11,58.81,2.13,1.17,0.76,58.16,31,7.42,4,60.09,12001,20,141,17,62.77
5.33,154.8,251.5,167.4,108.4,7,10,65.26,1.98,1.97,1.34,81.06,53,6.42,4,70.28,14687,29,162,25,64.22
6.4,201.5,299.4,118.8,49.5,13,4,73.4,3.44,1.28,0.65,75.76,58,5.21,4,74.82,14296,35,207,29,75.48
4.32,125.1,203.5,174.5,86.3,9,10,70.11,1.67,1.54,0.55,78.59,63,9.18,6,69.11,13028,29,205,29,59.52
4.09,75.7,118.5,208.6,79.3,7,14,64.27,0.98,0.91,0.5,69.26,30,6.86,7,57.73,9203,22,145,14,35.0
3.87,61.3,168.5,127.7,87.4,10,9,69.18,2.21,0.47,0.52,58.16,39,5.93,2,71.51,12120,26,142,29,63.43
4.39,141.4,237.7,282.2,100.9,3,16,50.15,1.26,0.99,0.23,43.54,30,7.03,6,47.26,8646,19,134,15,34.49
3.48,52.6,84.6,258.4,75.8,4,15,58.0,1.13,1.15,1.06,46.71,26,7.03,8,41.0,4195,18,92,9,26.82
6.05,189.4,314.5,210.0,77.7,9,10,64.24,2.38,1.23,1.6,63.23,46,7.94,3,62.3,12045,29,133,23,65.66
4.82,113.7,211.2,147.6,105.4,5,11,47.69,2.16,1.86,1.25,63.6,31,7.0,4,69.99,9810,26,244,29,58.91
3.62,133.7,204.1,227.5,128.5,2,15,29.04,2.18,1.13,0.72,34.67,17,6.71,8,36.98,6330,15,67,7,14.99
5.6,181.4,293.7,102.3,79.6,8,12,58.65,2.79,1.44,1.24,74.9,55,7.83,5,62.21,12260,29,172,24,62.9
2.92,117.7,223.1,186.2,118.2,6,11,51.78,1.12,1.68,0.73,52.85,14,6.46,7,52.51,8061,18,98,8,35.02
4.68,81.3,221.3,195.6,127.8,5,11,51.38,2.04,0.71,1.19,59.56,49,10.0,5,67.37,12169,24,136,21,54.36
6.71,226.8,357.8,96.2,20.3,10,7,66.18,3.23,2.46,2.05,77.38,57,5.75,3,64.25,12272,31,230,26,77.08
4.99,168.0,247.6,166.1,130.5,6,10,54.63,1.51,0.56,0.93,61.15,46,6.67,4,70.31,14182,26,216,24,52.82
5.49,185.8,304.9,130.2,45.5,9,11,80.0,2.81,1.26,1.23,78.04,57,7.76,4,72.36,12809,29,182,32,68.35
8.32,270.0,394.5,85.5,47.0,6,4,73.47,3.21,2.12,1.78,90.54,74,8.33,3,77.55,15835,33,222,36,80.72
3.0,78.4,125.8,173.5,82.9,6,8,43.1,1.06,0.92,1.1,60.4,41,7.24,7,50.6,6615,17,148,19,42.74
4.01,99.3,193.1,194.3,110.8,7,8,47.13,2.95,1.65,1.51,63.51,40,8.02,7,48.1,6401,21,148,19,44.11
6.45,212.4,333.7,109.5,107.4,11,8,68.56,2.56,2.25,1.92,69.75,59,7.51,2,74.35,17977,31,231,31,80.16
3.63,133.0,196.1,124.8,63.0,7,16,50.28,1.06,1.41,1.01,52.74,38,7.19,6,51.7,8479,21,144,20,44.32
5.94,199.7,308.1,126.6,119.2,8,7,68.38,2.51,2.1,1.16,62.11,58,7.74,4,79.79,15131,32,236,28,67.7
6.1,151.2,302.4,62.1,81.2,12,9,82.14,2.11,1.24,1.64,71.98,67,6.35,4,77.52,16968,34,235,35,85.64
5.74,216.4,305.3,129.9,75.2,5,8,65.43,2.18,1.37,1.43,76.86,60,6.84,6,71.83,15999,31,196,30,55.79
2.99,117.0,148.0,166.2,123.0,5,14,36.13,1.54,1.04,0.93,51.38,39,5.8,5,47.44,5172,11,82,11,47.71
4.67,119.3,200.6,214.1,113.7,9,9,56.51,1.59,2.11,0.89,65.62,46,5.79,5,50.18,11557,19,169,20,50.88
