study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
3.64,133.3,45.9,4,1.5,30.7,9,2,33.4,14,5.99,High,1
3.9,141.4,20.7,10,31.3,71.3,5,13,34.7,1,6.03,Low,0
4.33,59.9,30.4,11,51.0,76.4,3,20,24.1,5,7.09,Low,0
3.1,179.3,37.0,9,-6.5,63.5,6,10,41.7,6,6.44,Moderate,0
4.41,117.4,15.6,11,11.3,69.6,4,13,29.2,4,6.16,Low,0
3.81,114.6,11.8,9,1.8,46.8,6,10,41.5,7,6.21,Moderate,0
3.4,109.6,4.3,13,24.9,89.0,5,15,50.7,4,5.96,Low,0
5.55,72.9,30.4,11,27.4,64.4,1,13,52.6,3,6.79,Low,0
6.09,141.3,31.3,12,37.2,84.0,4,15,31.6,8,7.72,Low,0
4.61,134.6,53.1,8,20.1,65.4,3,14,40.9,8,6.37,Low,0
3.73,158.5,34.4,8,14.1,67.2,7,13,38.9,10,6.49,Low,0
4.04,120.3,4.4,7,12.0,65.5,4,10,40.5,0,6.71,Moderate,0
3.1,140.7,43.7,13,10.0,66.7,6,7,38.4,9,6.04,Moderate,0
2.66,174.3,41.5,10,34.6,69.3,6,10,40.5,7,6.17,Low,0
3.38,113.2,39.5,9,-4.4,44.8,9,10,35.2,6,6.99,High,1
5.78,113.7,38.2,13,12.3,68.6,4,13,53.6,6,7.09,High,1
4.54,29.1,51.3,14,9.0,80.4,5,15,35.6,7,6.22,Moderate,0
1.7,189.4,29.6,9,14.7,39.9,7,10,30.7,9,6.54,Moderate,1
1.32,262.9,61.4,3,-22.1,33.8,12,6,39.7,13,5.31,High,1
1.5,263.0,58.8,5,13.2,46.9,9,4,28.3,12,4.99,High,1
2.57,130.0,40.6,10,-1.5,55.9,4,3,33.3,4,6.45,High,1
4.89,82.8,0.0,13,37.6,80.4,4,22,68.7,0,6.95,Low,0
2.8,247.3,68.6,7,-2.3,31.1,9,2,22.9,12,5.3,Moderate,1
2.01,240.2,70.4,6,22.8,69.7,7,9,20.0,11,5.85,High,1
4.21,107.6,20.2,16,27.6,73.6,6,10,36.2,4,7.8,Low,0
4.43,50.9,28.2,12,25.9,76.6,4,17,51.7,1,7.23,Low,0
1.25,292.6,59.4,3,-13.6,40.1,9,3,51.1,16,3.7,High,1
3.78,234.5,27.0,11,14.0,45.2,7,10,36.3,8,5.78,Moderate,0
5.56,129.9,23.5,7,26.5,74.7,7,8,27.1,11,7.3,Low,0
1.59,282.9,71.3,6,-6.6,38.2,12,6,12.3,12,6.06,High,1
4.22,173.8,44.3,7,-6.1,54.7,10,4,40.5,11,7.11,High,1
6.03,166.5,35.2,10,30.4,49.0,6,9,59.2,8,6.23,Moderate,0
4.69,27.2,4.3,11,37.5,72.6,4,8,51.1,5,7.36,Low,0
1.92,193.3,35.9,8,13.3,33.6,9,1,34.1,9,7.01,High,1
3.32,210.9,50.4,5,-5.0,39.1,7,11,42.5,14,6.25,High,1
4.6,146.5,22.0,8,2.9,71.0,6,12,46.8,8,5.58,Low,0
2.38,151.8,36.8,4,23.4,68.3,4,8,48.1,6,6.46,High,1
2.1,124.3,38.6,7,-1.4,38.3,6,0,27.8,8,7.02,High,1
3.56,177.5,35.2,9,21.2,52.0,6,12,30.0,7,6.1,Low,0
1.1,254.3,32.4,9,30.0,57.9,6,5,48.4,14,6.39,High,1
6.22,28.4,45.6,13,49.8,84.8,2,14,55.7,4,7.31,Low,0
4.8,149.8,5.7,12,31.9,78.2,4,13,59.1,15,7.07,Low,0
4.01,141.7,27.0,11,9.8,67.3,4,5,43.7,11,6.17,Moderate,0
4.83,122.2,44.7,12,21.8,62.1,2,16,48.5,11,6.56,Low,0
5.19,117.4,17.2,14,19.0,70.9,3,22,25.8,6,7.68,Moderate,0
3.07,131.2,87.7,5,-1.3,54.0,6,13,52.6,11,6.02,High,1
1.9,196.6,42.1,7,4.3,31.3,11,1,29.5,19,5.57,High,1
3.09,142.2,52.9,12,42.5,64.5,5,12,32.8,11,5.98,Moderate,1
3.88,178.7,35.9,9,13.1,55.0,7,5,32.1,10,5.94,Moderate,1
1.19,124.8,36.1,8,8.6,55.6,6,11,35.5,14,5.67,Moderate,0
2.78,118.5,31.5,9,42.8,62.4,6,12,39.7,5,5.48,Moderate,1
4.57,148.6,50.2,11,3.6,55.3,6,11,39.9,9,6.62,High,1
4.08,157.3,27.8,6,-8.1,68.8,7,9,33.1,8,6.13,High,1
4.81,134.8,47.2,10,9.3,67.3,3,14,30.7,2,6.41,Moderate,1
1.83,241.1,35.6,8,12.1,39.2,11,2,51.2,9,5.67,Moderate,1
5.1,191.9,48.1,12,-3.4,62.8,3,7,35.9,8,6.8,Moderate,0
4.64,90.3,19.9,13,42.3,95.5,3,15,56.5,0,7.23,Low,0
3.35,125.4,63.8,10,32.1,54.2,6,13,42.0,5,7.5,Moderate,0
4.41,97.8,42.5,7,45.1,68.8,4,15,44.4,3,6.61,Moderate,0
5.25,117.5,29.9,12,21.6,71.0,4,9,42.4,7,7.52,Low,0
0.0,328.1,77.9,5,-12.6,18.4,13,0,44.5,11,5.66,High,1
5.71,149.7,0.6,12,25.1,71.2,1,21,43.8,0,7.82,Moderate,0
6.2,126.6,9.5,10,27.9,62.3,3,8,44.6,1,5.64,Low,0
4.01,108.0,11.7,9,44.2,61.8,1,20,55.0,8,7.43,Low,0
4.28,70.3,31.7,13,42.6,71.0,2,12,29.6,4,7.96,Moderate,0
2.62,158.3,28.9,8,15.4,51.4,5,14,46.1,16,5.48,High,1
4.59,135.2,32.2,9,8.8,61.8,5,9,28.2,7,6.58,High,1
4.2,133.4,13.5,10,15.1,70.8,1,10,39.4,6,6.77,Moderate,0
3.48,161.9,38.4,11,7.2,62.2,6,18,43.5,6,6.27,Low,0
4.25,151.9,40.2,11,20.2,66.1,6,14,53.9,8,6.46,Moderate,0
1.64,164.0,40.0,9,24.1,55.7,8,10,35.9,5,6.85,High,1
2.09,236.9,38.2,5,-16.1,33.6,8,2,47.9,9,6.94,Moderate,1
4.68,102.3,42.5,13,24.8,66.3,4,16,55.4,4,6.33,Moderate,0
4.43,149.8,17.7,10,38.6,72.1,4,12,37.8,6,5.64,Moderate,0
4.97,76.7,18.5,13,18.0,88.9,0,15,46.8,0,6.2,Low,0
4.04,211.3,47.8,5,-1.2,36.4,9,5,22.2,14,4.54,High,1
3.73,105.7,67.6,8,12.0,58.1,4,9,52.4,9,6.93,Low,0
4.81,129.6,38.4,12,29.1,69.2,3,9,36.9,10,5.9,Low,0
0.36,236.2,42.9,5,-9.8,54.2,9,8,49.5,9,5.35,High,1
2.43,110.9,31.1,6,8.9,64.1,4,13,41.4,5,5.22,High,1
3.86,149.8,28.4,9,18.4,53.6,6,12,32.3,7,6.28,Moderate,1
3.18,243.1,58.6,5,-15.3,48.9,8,2,30.6,16,5.97,High,1
4.93,148.6,17.0,9,11.3,57.9,6,14,36.7,7,5.86,Low,0
2.89,203.7,23.2,5,-1.7,30.9,8,10,45.9,10,5.48,Moderate,1
1.97,104.4,76.5,8,-7.7,60.1,7,9,52.9,10,5.35,Moderate,1
2.69,118.8,27.6,7,7.6,61.5,7,3,47.8,11,5.82,High,1
5.91,2.2,0.0,13,44.8,91.0,2,19,45.8,3,8.21,Low,0
4.69,99.6,19.3,11,26.1,68.8,3,8,49.9,5,5.64,Low,0
3.76,162.0,73.2,9,-5.3,58.4,8,7,38.3,11,5.88,Moderate,1
3.33,87.1,40.5,13,4.1,62.1,6,15,23.8,7,7.17,Low,0
4.32,203.4,51.3,7,19.6,72.4,4,14,46.2,2,7.26,Moderate,1
5.9,23.7,31.7,8,18.5,65.2,2,18,48.2,1,6.46,Moderate,1
3.17,108.4,42.0,9,49.3,69.2,4,16,40.4,6,5.45,Moderate,1
4.19,177.5,8.9,9,24.6,71.2,5,15,57.5,10,6.1,Moderate,0
4.4,182.3,42.3,10,12.7,45.4,5,8,40.7,12,5.72,High,1
3.09,217.8,28.8,6,18.5,54.0,8,7,50.1,12,6.02,High,1
0.0,206.8,77.0,4,-17.0,29.2,8,1,37.8,15,5.82,High,1
2.89,234.6,50.9,7,5.8,44.2,8,8,22.4,11,4.98,High,1
2.03,158.5,44.5,11,-6.1,74.2,3,3,34.5,11,6.07,High,1
3.65,101.7,50.3,11,51.4,84.7,2,16,51.0,2,6.6,Low,0
3.17,203.4,59.5,8,6.4,55.4,9,2,21.1,13,6.89,Moderate,1
6.34,133.1,45.9,11,33.0,63.8,4,16,38.6,12,7.17,Moderate,0
3.8,122.7,37.7,6,33.9,69.7,5,8,32.2,6,4.76,Moderate,0
4.45,135.3,59.4,9,10.7,48.8,7,8,25.6,4,6.7,High,1
5.55,180.6,47.6,9,18.8,74.4,5,10,46.5,6,7.17,Moderate,0
2.97,105.4,26.9,13,4.0,49.4,8,11,20.7,7,5.69,Moderate,0
2.28,257.2,57.5,7,-12.5,32.8,9,2,37.3,15,7.05,High,1
6.03,49.9,60.1,13,32.8,79.3,0,18,53.8,2,6.05,Low,0
4.97,69.5,38.1,10,20.5,66.1,5,9,31.6,3,5.87,Moderate,1
2.36,177.8,57.5,4,5.9,55.6,11,4,47.3,11,4.39,High,1
7.35,103.1,46.9,18,44.1,84.7,2,18,42.0,6,7.59,Low,0
4.96,127.1,20.8,8,21.5,72.5,5,12,52.9,2,6.3,Low,0
1.22,244.8,67.7,5,1.5,51.6,12,1,19.6,10,7.19,High,1
2.78,201.5,34.6,3,26.3,57.5,9,2,35.5,17,6.26,High,1
4.44,157.1,24.6,7,22.3,72.7,6,16,30.6,9,5.54,Low,0
3.57,170.6,64.0,8,6.5,50.1,9,6,41.7,10,6.61,Moderate,0
5.33,74.6,2.7,13,47.5,93.1,0,20,42.3,2,7.68,Low,0
3.84,162.8,27.4,11,24.1,57.0,3,10,23.2,7,5.32,Moderate,1
1.65,262.4,55.6,7,3.7,41.4,10,5,33.6,14,5.23,High,1
3.12,212.3,71.4,2,-2.9,39.6,11,5,37.0,13,6.66,High,1
3.31,195.9,65.3,5,7.5,26.7,9,1,21.4,11,5.21,High,1
3.78,136.5,20.0,10,24.9,66.2,4,5,29.0,12,6.24,Moderate,0
7.27,78.0,24.9,9,29.2,82.2,4,19,56.3,1,6.1,Low,0
2.28,206.9,30.9,9,5.5,47.4,8,10,34.8,11,6.87,High,1
1.26,194.4,44.4,5,-12.3,39.8,8,3,10.1,14,6.22,High,1
6.4,0.0,29.2,17,48.8,90.4,3,26,61.9,4,6.77,Low,0
4.11,99.9,28.4,8,36.0,55.7,5,20,38.7,7,6.43,Moderate,0
6.88,168.8,50.9,11,50.7,86.3,3,17,41.3,1,5.68,Low,0
1.37,221.8,37.5,8,5.6,29.6,10,0,13.7,12,5.91,High,1
6.12,58.0,6.7,14,39.1,64.2,5,20,32.2,2,8.26,Low,0
3.62,156.3,44.7,7,39.3,52.4,10,11,54.4,8,5.58,Moderate,0
4.98,88.9,9.9,10,25.1,74.7,2,17,46.7,5,5.18,Low,0
3.93,109.0,32.4,14,34.2,62.8,4,10,41.0,6,5.83,Low,0
3.87,234.1,5.8,9,5.2,54.4,4,7,32.3,11,6.69,High,1
1.8,209.4,70.1,7,4.2,54.6,6,5,44.4,10,3.36,Moderate,1
0.29,192.2,77.9,8,-9.7,25.3,10,2,24.6,10,6.09,High,1
3.07,189.8,23.5,6,15.8,49.5,11,1,44.4,13,6.97,High,1
3.83,92.6,31.5,11,16.6,78.4,5,11,52.4,6,6.34,Low,0
1.43,181.3,29.4,6,20.9,45.4,9,7,27.3,12,5.6,High,1
4.05,199.7,49.5,2,10.3,41.6,7,10,42.5,10,5.46,High,1
4.41,177.0,32.3,11,10.0,64.1,2,18,36.7,4,6.3,High,1
3.37,162.2,54.7,10,21.5,50.8,6,8,42.5,5,6.52,Moderate,1
6.13,39.6,8.7,11,58.8,86.4,2,19,36.9,0,6.36,Low,0
2.72,130.5,57.2,6,-8.1,58.9,12,7,29.2,14,5.65,High,1
4.93,71.4,27.0,14,20.9,91.1,0,19,62.6,3,7.06,Low,0
6.09,123.4,38.8,11,8.4,72.6,3,13,37.5,3,5.65,Low,0
4.03,171.9,65.8,8,-4.4,51.3,6,8,37.6,10,6.29,High,1
4.5,177.7,48.2,9,18.1,61.4,9,10,23.9,7,5.45,Moderate,0
3.69,119.8,49.9,11,-6.7,65.6,6,3,32.8,9,6.25,Moderate,1
1.86,134.6,54.7,8,4.0,56.6,6,10,35.6,11,5.7,High,1
3.43,142.5,42.9,12,5.5,48.3,4,13,36.1,5,5.76,Low,0
1.21,210.6,43.3,7,-2.1,29.3,10,2,24.0,8,6.35,High,1
5.02,87.4,0.0,15,43.8,81.8,4,16,62.0,4,7.01,Low,0
3.07,151.1,43.1,8,17.5,41.3,9,10,25.5,12,6.24,Moderate,1
1.73,152.4,32.1,10,15.9,63.7,7,8,51.7,5,4.86,Low,0
3.5,55.5,61.7,10,36.4,69.7,3,9,45.1,6,6.99,Moderate,0
2.81,99.1,57.5,10,20.2,44.9,7,5,41.7,11,6.61,Moderate,0
3.67,84.7,35.6,12,28.1,68.6,3,11,46.0,1,5.9,Moderate,0
5.75,56.4,56.9,11,39.9,65.4,6,14,23.9,3,6.63,Moderate,1
2.14,201.8,47.0,6,4.5,41.8,10,3,26.9,12,4.1,High,1
2.87,148.7,63.4,6,-4.1,37.2,8,6,51.7,9,6.66,High,1
4.16,159.1,35.2,10,7.5,43.6,6,6,50.0,9,4.68,High,1
2.8,259.8,79.4,5,-22.2,40.7,7,0,38.3,11,4.2,High,1
6.51,181.5,23.6,9,20.0,65.3,4,12,43.7,7,7.07,Moderate,0
4.75,142.0,45.6,8,3.7,71.0,5,11,49.1,7,6.48,Low,0
6.05,25.7,28.8,11,47.2,74.9,2,17,50.1,3,6.46,Low,0
4.08,191.3,33.4,10,-3.0,64.1,9,7,49.8,14,6.75,Moderate,0
4.32,130.2,24.5,11,17.1,61.8,7,8,28.1,6,5.72,Moderate,1
4.74,118.3,16.7,10,8.2,57.4,5,14,19.1,12,7.06,Low,0
4.35,143.5,47.6,11,8.9,53.3,6,2,37.8,7,5.55,Moderate,0
3.08,189.3,67.4,9,29.7,54.8,6,15,33.0,8,5.54,Moderate,1
2.06,232.8,51.0,8,24.9,57.6,6,10,46.6,5,6.42,Moderate,1
2.75,266.2,46.3,9,22.1,50.1,6,6,46.4,13,6.49,High,1
6.34,108.7,29.7,14,14.2,73.1,6,11,43.5,6,6.43,Moderate,0
1.25,214.0,33.8,9,-4.1,42.4,8,6,54.1,7,6.4,High,1
5.21,203.2,39.2,9,16.9,21.6,10,7,26.8,5,5.82,High,1
3.57,158.5,52.5,10,-3.0,54.1,3,11,29.4,11,6.53,High,1
5.55,20.4,24.5,11,44.4,88.9,0,19,56.8,2,7.03,Low,0
5.11,58.2,17.5,13,35.4,69.0,3,17,54.1,8,6.72,Low,0
3.49,246.7,57.7,2,16.2,51.7,8,5,36.0,11,5.29,Moderate,1
4.2,145.0,48.3,4,11.1,42.6,11,4,49.7,14,5.59,Moderate,1
3.08,229.3,17.2,7,-15.4,44.8,6,1,15.9,12,5.71,High,1
3.06,161.8,50.9,7,5.4,42.6,7,10,46.1,6,6.65,Low,0
4.32,131.4,50.7,9,7.4,50.5,4,13,48.3,7,5.35,Low,0
6.23,126.6,26.2,12,17.2,67.7,8,14,42.5,5,4.58,Low,0
5.48,181.7,34.2,12,18.7,71.3,6,11,54.4,6,5.49,Moderate,1
2.65,195.8,48.1,3,4.3,49.1,10,10,37.2,11,6.55,High,1
1.87,132.8,38.3,5,6.3,52.5,5,13,46.1,5,6.36,Low,0
3.57,133.9,68.3,9,2.3,18.1,8,4,21.7,10,5.29,Moderate,1
1.88,270.5,36.8,5,-13.1,49.9,8,11,29.4,12,6.11,Moderate,0
4.71,120.2,14.8,11,46.9,78.3,3,17,59.3,6,7.19,Low,0
2.21,215.1,52.0,9,-4.6,48.3,6,8,48.9,8,6.02,Moderate,0
5.27,171.9,10.8,14,10.4,72.0,8,16,30.6,7,4.44,Moderate,1
2.95,169.1,29.3,5,16.9,68.7,6,10,30.9,11,5.89,High,1
4.49,50.5,18.6,9,19.0,63.3,3,11,45.8,0,5.54,Low,0
2.47,160.6,49.3,6,2.4,43.9,9,5,31.9,8,6.32,High,1
4.22,90.2,17.8,8,-3.5,45.4,8,16,19.7,8,6.34,Moderate,0
2.27,253.7,63.1,5,-22.2,40.8,8,3,33.5,15,5.6,High,1
3.05,238.7,60.3,9,-6.6,49.0,6,10,23.1,14,6.5,High,1
5.09,98.1,33.4,9,12.9,59.9,7,9,41.3,6,6.63,Moderate,1
3.65,177.1,38.4,10,-9.4,64.4,9,8,33.9,9,5.97,Moderate,0
0.0,243.9,78.9,5,-5.3,13.3,10,8,40.7,15,4.1,High,1
2.93,178.6,49.8,8,-2.4,53.4,3,5,28.7,2,8.72,High,1
5.74,60.0,0.0,11,27.8,82.5,2,12,37.0,0,5.66,Low,0
6.28,0.0,23.2,11,33.0,79.8,1,18,37.4,0,6.26,Low,0
1.82,232.2,45.9,3,2.6,35.9,8,0,19.4,14,5.24,High,1
2.48,147.7,39.6,8,33.2,59.9,7,6,34.2,3,7.41,High,1
4.43,18.1,42.3,12,46.1,68.1,3,21,35.6,7,6.82,Low,0
5.3,55.0,24.1,15,20.3,89.3,6,17,50.4,1,6.92,Low,0
5.04,124.1,24.9,8,26.1,60.0,6,16,24.4,5,6.35,Moderate,0
0.31,156.0,41.8,7,-21.3,51.4,9,4,40.2,12,6.25,Moderate,0
2.46,247.8,67.0,7,-13.7,41.2,12,5,38.8,18,5.03,High,1
2.17,201.9,56.9,5,15.1,43.1,9,12,13.4,10,6.32,Moderate,1
3.72,197.1,9.6,9,30.0,73.0,5,15,33.1,7,7.06,Low,0
4.44,159.9,15.4,12,13.2,76.1,5,5,39.6,7,5.85,Moderate,0
6.03,230.0,35.4,10,19.4,51.9,6,14,39.9,4,5.87,Moderate,1
5.85,113.4,26.8,14,36.7,81.7,6,12,35.9,4,6.48,Low,0
4.53,126.6,17.7,10,16.6,54.5,6,13,31.1,12,8.05,Low,0
4.61,209.4,32.9,12,6.2,60.6,4,8,44.9,9,6.59,Moderate,0
4.95,31.5,71.8,11,-14.2,72.3,7,5,63.5,10,8.12,Moderate,0
0.0,221.4,40.9,5,-20.1,33.4,10,6,32.8,17,5.31,High,1
3.16,179.3,34.1,5,37.0,66.5,5,6,31.0,10,5.85,Low,0
5.22,61.0,29.9,11,27.0,91.8,4,13,42.4,0,7.23,Moderate,0
6.78,72.8,17.4,11,24.2,81.9,5,18,51.5,0,7.78,Low,0
0.11,205.0,65.3,5,-2.1,19.5,12,1,25.1,12,5.07,High,1
1.45,282.5,52.7,6,-13.9,36.2,11,2,42.2,9,6.61,High,1
4.72,51.0,27.3,12,46.3,79.3,0,14,45.5,4,7.17,Low,0
3.34,68.7,28.4,12,19.4,72.8,5,12,44.8,7,6.69,Low,0
4.5,99.7,10.6,12,65.8,91.1,3,10,54.0,4,5.72,Low,0
1.46,184.8,42.0,1,-13.3,36.8,9,6,12.8,7,6.73,High,1
1.7,194.0,32.7,8,-3.7,50.9,10,4,30.4,10,6.61,Moderate,1
4.75,92.0,4.4,13,32.3,73.9,2,19,26.6,7,6.18,Moderate,1
5.12,127.7,38.1,10,42.2,72.5,8,14,36.2,11,6.54,Low,0
5.48,149.5,40.2,10,16.1,72.6,6,8,46.6,7,5.38,Low,0
3.39,155.8,36.1,5,9.9,56.0,5,11,34.9,10,5.37,High,1
3.66,173.6,26.0,6,0.7,54.1,11,9,36.6,9,5.86,High,1
4.38,122.4,53.9,8,30.0,66.7,6,7,40.0,4,6.56,Moderate,0
5.64,57.2,40.6,10,43.3,71.4,1,12,42.5,1,8.54,Moderate,0
1.18,230.5,48.9,6,-18.1,17.0,12,0,28.4,17,3.85,High,1
4.1,206.2,60.1,2,28.1,57.1,8,4,25.8,11,6.3,Moderate,0
3.8,74.9,20.0,14,32.8,81.1,3,14,30.1,7,6.31,Moderate,0
1.62,141.3,78.0,10,2.3,62.0,8,8,51.0,13,5.93,High,1
5.01,80.3,9.5,15,39.7,93.2,3,18,45.4,0,7.75,Low,0
5.01,138.3,42.2,10,26.8,85.2,4,17,68.4,8,6.52,Low,0
1.95,219.7,44.3,9,3.6,46.0,9,6,38.6,10,4.26,Moderate,1
6.03,78.2,26.6,10,11.5,70.1,1,21,50.4,6,6.32,Low,0
4.35,106.2,50.3,12,27.8,83.2,0,16,26.5,6,6.45,Low,0
3.31,157.0,34.0,8,-5.8,51.5,9,3,49.6,13,6.2,Moderate,1
5.14,131.5,34.1,9,33.2,53.1,6,5,38.9,9,7.06,Moderate,0
3.88,160.9,35.7,11,36.1,76.5,3,12,39.0,3,7.27,Low,0
1.67,65.0,30.2,9,30.9,64.9,8,7,37.0,10,7.84,Moderate,1
2.51,143.5,46.9,8,7.0,59.9,9,10,28.1,6,6.52,Moderate,0
3.28,177.0,73.3,11,34.3,43.2,8,9,19.4,13,5.05,Moderate,0
4.74,65.8,13.5,11,41.4,58.2,3,11,35.1,5,6.4,Moderate,1
4.56,140.5,33.9,12,25.8,69.2,5,16,37.4,4,5.58,Moderate,1
5.11,124.8,0.0,11,44.7,69.5,3,16,37.2,2,7.91,Low,0
4.91,98.4,44.0,9,29.7,82.5,7,18,49.4,0,6.44,Low,0
3.79,199.2,51.9,5,2.3,52.5,9,14,37.4,11,6.3,Moderate,0
5.67,73.6,14.5,15,31.1,63.5,1,12,39.4,6,7.19,Low,0
3.9,145.8,46.8,7,19.0,53.6,10,6,34.7,8,5.84,Moderate,1
5.13,173.7,46.7,15,11.6,70.2,5,11,42.5,6,6.58,High,1
3.87,117.4,40.1,12,24.0,54.5,5,12,37.5,14,6.73,Low,0
3.13,147.0,43.8,12,29.2,56.8,4,9,40.7,5,7.15,Moderate,0
4.82,201.1,47.6,11,29.4,52.0,5,14,44.4,11,5.94,Moderate,0
4.72,125.7,1.0,6,24.3,77.8,4,10,41.1,1,5.53,Low,0
1.43,293.0,57.0,8,10.7,46.5,11,4,35.0,15,6.82,High,1
2.22,236.4,69.2,0,-7.3,31.7,11,2,40.0,12,5.39,High,1
2.79,257.0,60.5,8,-10.8,24.5,7,0,47.3,11,6.38,High,1
4.87,79.2,15.6,7,10.8,61.7,4,10,50.8,8,7.81,Low,0
4.35,153.2,17.7,9,10.7,62.3,5,5,27.5,5,5.68,Moderate,0
1.86,190.0,60.9,7,-0.2,38.3,10,2,20.6,12,6.14,High,1
1.47,246.8,58.6,5,1.8,33.8,8,7,22.6,13,4.73,High,1
3.83,128.5,34.0,11,23.7,66.1,6,10,36.8,9,8.27,Moderate,0
0.0,250.4,52.6,5,-22.0,31.6,11,4,26.3,11,5.66,High,1
6.5,55.0,23.6,10,6.8,54.4,8,11,35.3,3,6.64,Moderate,0
5.63,80.4,34.2,12,22.5,76.4,1,16,50.9,3,5.24,Low,0
3.5,83.1,42.4,9,24.9,75.7,1,14,54.8,5,7.29,Low,0
4.46,174.0,49.8,7,4.0,53.9,8,5,35.2,10,6.66,Moderate,1
5.05,144.9,60.6,9,21.8,57.7,7,15,28.1,2,6.63,High,1
1.78,157.8,15.8,9,10.2,56.0,7,13,41.0,5,6.53,Moderate,1
5.68,52.6,17.2,15,24.3,93.1,0,18,62.3,1,6.73,Moderate,0
2.96,122.4,65.4,8,1.0,54.2,5,8,29.9,9,6.32,Moderate,0
2.38,156.4,13.6,12,28.9,63.9,6,9,41.1,6,6.6,Moderate,0
2.83,209.3,90.5,5,3.0,36.3,12,3,27.4,14,6.77,High,1
5.72,96.2,23.5,13,13.9,78.6,4,18,47.8,0,7.98,Low,0
2.31,104.0,56.9,7,0.0,51.6,7,6,36.4,10,6.91,Moderate,1
4.75,152.1,44.8,7,19.1,66.3,7,9,38.5,11,6.4,Moderate,1
7.29,55.9,5.1,13,49.6,95.2,3,20,56.5,6,7.91,Low,0
0.6,231.5,62.5,5,-10.4,33.4,10,5,39.2,17,5.3,High,1
1.94,196.7,27.0,8,17.5,53.6,8,7,39.2,16,7.33,Moderate,0
1.77,237.3,56.4,6,32.0,55.7,9,5,23.6,17,7.28,High,1
6.43,174.4,10.0,14,50.8,74.6,1,13,34.2,6,8.01,Moderate,0
6.84,19.5,26.0,11,30.2,81.1,2,16,56.4,3,7.75,Low,0
4.02,136.3,23.3,8,15.4,50.8,8,7,63.6,11,5.73,Low,0
0.14,176.0,48.9,8,12.5,29.2,8,0,27.2,14,4.72,High,1
4.97,85.4,32.4,13,40.0,62.9,5,14,46.9,7,6.28,Low,0
4.0,216.6,65.5,2,30.7,51.4,6,12,41.7,8,4.71,High,1
3.82,148.1,37.8,11,38.5,63.3,2,15,46.8,3,6.62,Low,0
3.63,94.6,24.4,12,42.0,80.5,6,15,37.4,10,6.45,Low,0
5.84,11.5,42.8,12,32.4,75.4,0,18,51.9,0,6.86,Low,0
3.85,110.0,50.1,9,36.4,79.9,5,9,52.3,14,6.19,Moderate,0
1.9,241.9,75.0,6,-2.6,38.5,11,4,28.9,9,6.31,High,1
6.16,75.8,28.3,13,39.4,90.1,2,20,33.5,5,6.2,Low,0
0.15,194.4,61.8,9,14.4,33.2,8,2,48.0,10,6.46,High,1
4.08,92.3,1.6,16,43.4,75.4,2,16,52.6,0,6.46,Low,0
4.35,89.8,17.5,10,11.9,78.1,3,12,49.6,5,7.03,Low,0
7.22,158.3,34.0,13,37.4,71.4,4,13,46.6,5,6.83,Low,0
4.73,117.6,39.8,9,41.5,78.1,7,10,29.6,7,6.02,Moderate,0
3.15,222.0,66.3,9,35.5,52.5,4,11,40.6,9,5.3,High,1
4.89,173.4,58.8,10,45.1,68.2,6,12,28.7,9,7.03,Moderate,0
6.15,55.6,27.6,11,41.5,77.4,3,20,44.4,2,6.63,Low,0
4.24,110.5,7.3,12,32.3,72.9,4,14,55.4,0,7.34,Moderate,1
3.56,172.0,62.9,11,18.5,69.2,7,5,39.2,6,6.86,Moderate,0
2.6,200.7,10.8,10,19.2,66.3,7,10,22.3,8,7.48,Moderate,0
2.84,157.0,26.0,9,21.8,60.6,3,9,48.3,6,5.31,High,1
3.43,162.9,53.8,8,11.9,58.0,6,10,53.3,9,5.86,Moderate,1
4.25,133.4,59.2,8,31.6,55.5,4,9,46.7,13,6.27,Low,0
1.53,231.8,61.9,5,15.7,42.8,10,3,37.5,9,4.71,Moderate,1
7.67,121.0,16.8,10,57.0,77.5,5,16,56.9,0,7.05,Low,0
4.93,21.4,19.3,10,16.8,88.9,3,18,46.4,2,8.05,Low,0
0.63,186.3,63.0,11,13.2,45.5,8,4,20.8,14,4.97,High,1
6.07,153.6,11.2,8,31.1,66.9,4,20,66.6,4,6.96,Low,0
2.24,114.7,46.6,8,27.8,60.1,6,15,61.9,3,6.12,Low,0
3.11,179.4,51.3,8,15.8,55.8,9,8,37.2,13,5.2,High,1
4.72,149.9,20.6,9,2.7,58.4,7,14,38.3,7,7.14,Moderate,0
3.23,103.1,0.0,6,20.8,57.1,5,8,35.5,5,5.73,High,1
3.61,116.6,39.2,11,42.9,72.1,6,11,29.6,1,6.66,Moderate,0
4.75,112.2,0.0,13,46.7,81.0,1,15,16.6,5,8.08,Moderate,0
3.28,175.5,39.1,8,30.6,57.5,8,10,41.5,13,5.73,Moderate,1
4.02,181.7,11.7,14,22.5,75.4,4,10,40.6,0,5.88,Low,0
5.29,138.4,34.4,14,23.1,77.4,3,16,45.2,6,5.71,Low,0
5.63,132.0,39.8,10,45.6,74.4,2,21,48.8,4,7.13,Low,0
3.27,112.8,30.8,9,13.4,71.4,6,15,55.7,8,6.79,Low,0
